id,submissionLink,submitters,emails,isVideo
319,␣,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",社會科學院語學研究所,false
320,../../../../../../../../../../../etc/passwd%00,₀₁₂,!@#$%^&*(),true
321,-1.00,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,null,true
322,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,(｡◕ ∀ ◕｡),1E02,false
323,울란바토르,｀ｨ(´∀｀∩,사회과학원 어학연구소,false
324,​,사회과학원 어학연구소,../../../../../../../../../../../etc/hosts,true
325,﻿,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,œ∑´®†¥¨ˆøπ“‘,false
326,　,｀ｨ(´∀｀∩,¡™£¢∞§¶•ªº–≠,false
327,1E+02,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,・(￣∀￣)・:*:,true
328,<svg><script>0<1>alert('XSS')</script>,"""""",田中さんにあげて下さい,false
329,Œ„´‰ˇÁ¨ˆØ∏”’,(╯°□°）╯︵ ┻━┻)  ,åß∂ƒ©˙∆˚¬…æ,false
330,ÅÍÎÏ˝ÓÔÒÚÆ☃,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,１２３,true
331,｀ｨ(´∀｀∩,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,⁰⁴⁵,false
332,᠎,1/2,"""'""'""''''""",false
333,␢,田中さんにあげて下さい,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,true
334,1E02,<svg><script>0<1>alert('XSS')</script>,部落格,true
335,-$1.00,$1.00,울란바토르,false
336,1E02,﻿,﻿,false
337,,١٢٣,1'; DROP TABLE users--,false
338,1E2,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,<svg><script>0<1>alert('XSS')</script>,false
339,｀ｨ(´∀｀∩,울란바토르,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,true
340,␢,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Ω≈ç√∫˜µ≤≥÷,false
341,1E+02, ,😍,true
342,(╯°□°）╯︵ ┻━┻)  ,"""'""'""''''""",❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,false
343,../../../../../../../../../../../etc/hosts,社會科學院語學研究所,-$1.00,true
344,test⁠test‫,<svg><script>0<1>alert('XSS')</script>,-1E02,true
345,0.00,﻿,사회과학원 어학연구소,true
346, test ,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,部落格,false
347,和製漢語,åß∂ƒ©˙∆˚¬…æ,-1E2,false
348,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,﻿,',true
349,(╯°□°）╯︵ ┻━┻)  ,　,`⁄€‹›ﬁﬂ‡°·‚—±,true
350,⁰⁴⁵₀₁₂,<img src=x onerror=alert('hi') />,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,true
351,・(￣∀￣)・:*:,-1E+02,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,true
352,,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,../../../../../../../../../../../etc/passwd%00,true
353,../../../../../../../../../../../etc/hosts,1.00,울란바토르,false
354,社會科學院語學研究所,00˙Ɩ$-,​,false
355,和製漢語,"<>?:""{}|_+",-$1.00,false
356,‫test‫,울란바토르,<img src=x onerror=alert('hi') />,false
357,１２３,⁰⁴⁵₀₁₂,<img src=x onerror=alert('hi') />,false
358,-1E+02,"""""",¡™£¢∞§¶•ªº–≠,false
359,null,Ω≈ç√∫˜µ≤≥÷,🐵 🙈 🙉 🙊,false
360,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,!@#$%^&*(),｀ｨ(´∀｀∩,false
361,$1.00,test⁠test‫,1E02,false
362,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,パーティーへ行かないか,｀ｨ(´∀｀∩,false
363,｀ｨ(´∀｀∩,﻿,1E02,true
364,⁰⁴⁵₀₁₂,1E+02,-1/2,false
365,null, test ,0.00,false
366,¸˛Ç◊ı˜Â¯˘¿,!@#$%^&*(),和製漢語,true
367,0/0,1.00,",./;'[]\-=",false
368,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,00˙Ɩ$-,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,false
369,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
370,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,<script>alert('hi')</script>,`⁄€‹›ﬁﬂ‡°·‚—±,false
371,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ", test ,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,true
372,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Ω≈ç√∫˜µ≤≥÷,１２３,true
373,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"""'""'""''''""",false
374,␣,​,"'""'",true
375,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",₀₁₂,NIL,true
376,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,0/0,true
377,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,œ∑´®†¥¨ˆøπ“‘,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,true
378,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,1'; DROP TABLE users--,../../../../../../../../../../../etc/hosts,true
379,NIL,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,‫test‫,true
380,'',<img src=x onerror=alert('hi') />,⁰⁴⁵,true
381,"__ﾛ(,_,*)","בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,false
382,,-1E2,-1E+02,true
383,() { 0; }; touch /tmp/blns.shellshock1.fail;,﻿,사회과학원 어학연구소,false
384,'',Œ„´‰ˇÁ¨ˆØ∏”’,/dev/null; touch /tmp/blns.fail ; echo,true
385,¡™£¢∞§¶•ªº–≠,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,../../../../../../../../../../../etc/passwd%00,false
386,١٢٣,nil,社會科學院語學研究所,false
387,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,`⁄€‹›ﬁﬂ‡°·‚—±,​,true
388,`⁄€‹›ﬁﬂ‡°·‚—±,‫test‫,åß∂ƒ©˙∆˚¬…æ,true
389,₀₁₂,␡,␡,false
390,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },⁰⁴⁵₀₁₂,-1,false
391,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,nil,Œ„´‰ˇÁ¨ˆØ∏”’,true
392,1/0,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,｀ｨ(´∀｀∩,false
393,$1.00,和製漢語,₀₁₂,true
394,␢,1/0,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,false
395,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",1;DROP TABLE users,１２３,false
396,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,␡,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,true
397,../../../../../../../../../../../etc/passwd%00,<svg><script>0<1>alert('XSS')</script>,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",true
398,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,-1E02,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",true
399,1E2,nil,00˙Ɩ$-,false
400,사회과학원 어학연구소,😍,1,false
401,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,␣,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,false
402,1'; DROP TABLE users--,/dev/null; touch /tmp/blns.fail ; echo,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",true
403,",./;'[]\-=",𠜎𠜱𠝹𠱓𠱸𠲖𠳏,'',true
404,1'; DROP TABLE users--,NULL,1'; DROP TABLE users--,true
405,/dev/null; touch /tmp/blns.fail ; echo,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,１２３,true
406,1E+02,/dev/null; touch /tmp/blns.fail ; echo,社會科學院語學研究所,false
407,-1.00,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,‫test‫,true
408,00˙Ɩ$-,test⁠test‫,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",true
409,"""''''""'""",˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,!@#$%^&*(),true
410,👩🏽,NULL,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",true
411,<svg><script>0<1>alert('XSS')</script>,"'""'",",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",true
412,"""''''""'""",1'; DROP TABLE users--,１２３,true
413,() { 0; }; touch /tmp/blns.shellshock1.fail;,울란바토르,00˙Ɩ$-,true
414,הָיְתָהtestالصفحات التّحول,../../../../../../../../../../../etc/passwd%00,0/0,false
415,<img src=x onerror=alert('hi') />, ,"<>?:""{}|_+",false
416,1E02, ,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",true
417,/dev/null; touch /tmp/blns.fail ; echo,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,../../../../../../../../../../../etc/passwd%00,true
418,null,‪‪test‪,-$1.00,true
419,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",',᠎,false
420,הָיְתָהtestالصفحات التّحول,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,false
421,‫test‫,../../../../../../../../../../../etc/passwd%00,1,false
422,Œ„´‰ˇÁ¨ˆØ∏”’,-1E2,😍,false
423,﻿,1/0,田中さんにあげて下さい,true
424,​,١٢٣,00˙Ɩ$-,true
425,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },₀₁₂,１２３,true
426,NULL,-1E2,test⁠test‫,true
427,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,NULL,1.00,false
428,åß∂ƒ©˙∆˚¬…æ,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,-1E2,false
429,₀₁₂,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,`⁄€‹›ﬁﬂ‡°·‚—±,false
430,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,₀₁₂,(｡◕ ∀ ◕｡),true
431,-1,¡™£¢∞§¶•ªº–≠,パーティーへ行かないか,false
432,<script>alert('hi')</script>,NIL,⁰⁴⁵₀₁₂,true
433,NULL,0.00,1E+02,true
434,｀ｨ(´∀｀∩,(｡◕ ∀ ◕｡),`⁄€‹›ﬁﬂ‡°·‚—±,true
435,᠎,-1E02,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,false
436,åß∂ƒ©˙∆˚¬…æ,`⁄€‹›ﬁﬂ‡°·‚—±,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,false
437,｀ｨ(´∀｀∩,1E2,"<>?:""{}|_+",true
438,NIL,␢,사회과학원 어학연구소,true
439,﻿,"""","__ﾛ(,_,*)",false
440,‪‪test‪,1'; DROP TABLE users--,␣,false
441,¡™£¢∞§¶•ªº–≠,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,true
442,(｡◕ ∀ ◕｡),"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",1,false
443,null,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"__ﾛ(,_,*)",false
444,｀ｨ(´∀｀∩,"'""'","<>?:""{}|_+",true
445,᠎,1E2,1;DROP TABLE users,true
446,・(￣∀￣)・:*:,"__ﾛ(,_,*)",̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,true
447,"""""",˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,,true
448,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮, test ,/dev/null; touch /tmp/blns.fail ; echo,true
